african_group;African;;;;;;;;;;;;;x
bori;Bori;;;;;;;;;;;;;x
a_tag_roog;A tag Roog;;;;;;;;;;;;;x
a_tag_roog_reformed;Reformed A tag Roog;;;;;;;;;;;;;x
amazigh;Amazigh;;;;;;;;;;;;;x
amazigh_reformed;Reformed Amazigh;;;;;;;;;;;;;x
bori_DESC;Among the people of Hausaland and the region of the great Lake Chad, there is an old faith in which mortals enter communion with eternal spirits. These spiritual forces are known as bori and exist in their own spiritual realm known as Jan gari, but can be summoned by skilled individuals who offer their bodies for the spirits to possess. With the right ritual spirits will offer guidance to those who summon them.;;;;;;;;;;;;;x
a_tag_roog_DESC;A tag Roog means "The way of the Divine" in the Serer language. Many are the faiths practiced among the peoples of the Western Sahel, but a common pattern resonates among most of them. A supreme creator god, who watches mankind from abode, a primordial set of twins who play a role in creating the world, and a fascination with the Sirius star that guides the destinies of man.;;;;;;;;;;;;;x
a_tag_roog_reformed_DESC;A tag Roog means "The way of the Divine" in the Serer language. Many are the faiths practiced among the peoples of the Western Sahel, but a common pattern resonates among most of them. A supreme creator god, who watches mankind from abode, a primordial set of twins who play a role in creating the world, and a fascination with the Sirius star that guides the destinies of man.;;;;;;;;;;;;;x
amazigh_DESC;Many are the gods worshiped by the Berbers through their history. At one time or another they prayed to the old gods of Egypt and Phoenicia, or even Greece and Rome. But they also prayed to gods of their own making, and made others pray to them as well, from Numidia to the old Carthage.;;;;;;;;;;;;;x
amazigh_reformed_DESC;Many are the gods worshiped by the Berbers through their history. At one time or another they prayed to the old gods of Egypt and Phoenicia, or even Greece and Rome. But they also prayed to gods of their own making, and made others pray to them as well, from Numidia to the old Carthage.;;;;;;;;;;;;;x
THE_KANO_CHRONICLE;The Kano Chronicle;;;;;;;;;;;;;x
NAGA_REETU_REET;Naga Reetu Reet;;;;;;;;;;;;;x
MAGADJA;magadja;;;;;;;;;;;;;x
SALTIGUE;saltigue;;;;;;;;;;;;;x
MARABOUT;marabout;;;;;;;;;;;;;x
GOD_MAGIRO;Magiro;;;;;;;;;;;;;x
GOD_MAI_JA_CIKI;Mai-Ja-Ciki;;;;;;;;;;;;;x
GOD_GARKI_BABA;Garki Baba;;;;;;;;;;;;;x
GOD_ZAKI;Zaki;;;;;;;;;;;;;x
GOD_THE_YAYAN_ZANZANNA;The yayan zanzanna;;;;;;;;;;;;;x
GOD_ROOG;Roog;;;;;;;;;;;;;x
GOD_MENDISS;Mendiss;;;;;;;;;;;;;x
GOD_TIURAKH;Tiurakh;;;;;;;;;;;;;x
GOD_TAAHKARR;Taahkarr;;;;;;;;;;;;;x
GOD_THE_EVIL_PANGOOLS;The evil pangools;;;;;;;;;;;;;x
GOD_TANIT;Tanit;;;;;;;;;;;;;x
GOD_ANTI;Änti;;;;;;;;;;;;;x
GOD_GURZIL;Gurzil;;;;;;;;;;;;;x
GOD_MAGEC;Magec;;;;;;;;;;;;;x
GOD_SET;Set;;;;;;;;;;;;;x
GOD_GUAYOTA;Guayota;;;;;;;;;;;;;x
temple_baron_female_bori;Magadja;;;;;;;;;;;;;x
temple_count_female_bori;Chief Magadja;;;;;;;;;;;;;x
temple_duke_female_bori;Great Magadja;;;;;;;;;;;;;x
temple_king_female_bori;Great Magadja;;;;;;;;;;;;;x
temple_emperor_female_bori;Supreme Magadja;;;;;;;;;;;;;x
temple_baron_a_tag_roog;Saltigue;;;;;;;;;;;;;x
temple_baron_female_a_tag_roog;Saltigue;;;;;;;;;;;;;x
temple_baron_a_tag_roog_reformed;Saltigue;;;;;;;;;;;;;x
temple_baron_female_a_tag_roog_reformed;Saltigue;;;;;;;;;;;;;x
temple_count_a_tag_roog;Chief Saltigue;;;;;;;;;;;;;x
temple_count_female_a_tag_roog;Chief Saltigue;;;;;;;;;;;;;x
temple_count_a_tag_roog_reformed;Chief Saltigue;;;;;;;;;;;;;x
temple_count_female_a_tag_roog_reformed;Chief Saltigue;;;;;;;;;;;;;x
temple_duke_a_tag_roog;Great Saltigue;;;;;;;;;;;;;x
temple_duke_female_a_tag_roog;Great Saltigue;;;;;;;;;;;;;x
temple_duke_a_tag_roog_reformed;Great Saltigue;;;;;;;;;;;;;x
temple_duke_female_a_tag_roog_reformed;Great Saltigue;;;;;;;;;;;;;x
temple_king_a_tag_roog;Great Saltigue;;;;;;;;;;;;;x
temple_king_female_a_tag_roog;Great Saltigue;;;;;;;;;;;;;x
temple_king_a_tag_roog_reformed;Great Saltigue;;;;;;;;;;;;;x
temple_king_female_a_tag_roog_reformed;Great Saltigue;;;;;;;;;;;;;x
temple_emperor_a_tag_roog;Emperor Saltigue;;;;;;;;;;;;;x
temple_emperor_female_a_tag_roog;Emperess Saltigue;;;;;;;;;;;;;x
temple_emperor_a_tag_roog_reformed;Emperor Saltigue;;;;;;;;;;;;;x
temple_emperor_female_a_tag_roog_reformed;Emperess Saltigue;;;;;;;;;;;;;x
temple_baron_amazigh;Marabout;;;;;;;;;;;;;x
temple_baron_female_amazigh;Marabout;;;;;;;;;;;;;x
temple_baron_amazigh_reformed;Marabout;;;;;;;;;;;;;x
temple_baron_female_amazigh_reformed;Marabout;;;;;;;;;;;;;x
temple_count_amazigh;Chief Marabout;;;;;;;;;;;;;x
temple_count_female_amazigh;Chief Marabout;;;;;;;;;;;;;x
temple_count_amazigh_reformed;Chief Marabout;;;;;;;;;;;;;x
temple_count_female_amazigh_reformed;Chief Marabout;;;;;;;;;;;;;x
temple_duke_amazigh;Great Marabout;;;;;;;;;;;;;x
temple_duke_female_amazigh;Great Marabout;;;;;;;;;;;;;x
temple_duke_amazigh_reformed;Great Marabout;;;;;;;;;;;;;x
temple_duke_female_amazigh_reformed;Great Marabout;;;;;;;;;;;;;x
temple_king_amazigh;Great Marabout;;;;;;;;;;;;;x
temple_king_female_amazigh;Great Marabout;;;;;;;;;;;;;x
temple_king_amazigh_reformed;Great Marabout;;;;;;;;;;;;;x
temple_king_female_amazigh_reformed;Great Marabout;;;;;;;;;;;;;x
temple_emperor_amazigh;Emperor Marabout;;;;;;;;;;;;;x
temple_emperor_female_amazigh;Emperess Marabout;;;;;;;;;;;;;x
temple_emperor_amazigh_reformed;Emperor Marabout;;;;;;;;;;;;;x
temple_emperor_female_amazigh_reformed;Emperess Marabout;;;;;;;;;;;;;x
temple_barony_of_african_group;Temple of;;;;;;;;;;;;;x
temple_county_of_african_group;Theocracy of;;;;;;;;;;;;;x
temple_duchy_of_african_group;Theocracy of;;;;;;;;;;;;;x
temple_kingdom_of_african_group;Theocracy of;;;;;;;;;;;;;x
temple_empire_of_african_group;Empire of;;;;;;;;;;;;;x
job_spiritual_bori;Court Magadja;;;;;;;;;;;;;x
job_spiritual_a_tag_roog;Hogon;;;;;;;;;;;;;x
job_spiritual_a_tag_roog_reformed;Hogon;;;;;;;;;;;;;x
job_spiritual_amazigh;Court Marabout;;;;;;;;;;;;;x
